,VendorNumber,VendorName,Brand,Description,ActualPrice,PurchasePrice,SalesPrice,Volume,TotalPurchaseQuantity,TotalPurchaseDollars,TotalSalesQuantity,TotalSalesDollar,TotalExciseTax,GrossProfit,ProfitMargin,StockTurnover,SalesPurchaseRatio,UnitPurchasePrice,OrderSize,UnsoldInventoryValue
1355,480,BACARDI USA INC,8154,Cazadores Reposado Tequila,21.99,16.05,24.99,750,3104,49819.2,3019.0,67818.81,2379.54,17999.61,26.54073405298619,0.9726159793814433,1.3612986559398785,16.05,Large,1364.25
1356,9165,ULTRA BEVERAGE COMPANY LLP,6126,Sogno di Sorrento Crema Lem,28.99,18.11,29.99,750,2747,49748.17,2638.0,74619.62,2079.2200000000003,24871.449999999997,33.33097917142971,0.9603203494721514,1.499947033227554,18.11,Large,1973.99
1357,9165,ULTRA BEVERAGE COMPANY LLP,5962,Vermont Ice Maple Creme,23.99,17.26,23.99,750,2874,49605.24,2589.0,62893.10999999999,2040.95,13287.869999999995,21.127703813660982,0.9008350730688935,1.2678723054257977,17.259999999999998,Large,4919.1
1358,12546,JIM BEAM BRANDS COMPANY,8103,Sauza Gold Tequila,0.99,0.77,0.99,50,64416,49600.32,63538.0,62902.62,3327.52,13302.300000000003,21.147449820055193,0.9863698460009935,1.2681898020012774,0.77,Large,676.0600000000001
1359,17035,PERNOD RICARD USA,5875,Malibu Light Bl Hawaiian RTD,16.99,12.22,17.99,1750,4056,49564.32,4027.0,73573.73,7402.97,24009.409999999996,32.63312869960514,0.9928500986193294,1.4844091475480747,12.22,Large,354.38
1360,9625,WESTERN SPIRITS BEVERAGE CO,1226,Lexington Bourbon,29.99,19.99,27.99,750,2475,49475.25,2472.0,61932.28,1949.79,12457.029999999999,20.1139534988862,0.9987878787878788,1.251783063248796,19.99,Large,59.97
1361,3960,DIAGEO NORTH AMERICA INC,1068,Capt Morgan Jack O Blast,14.99,11.44,14.99,750,4318,49397.92,4313.0,64651.87,3395.77,15253.950000000004,23.59398111763821,0.9988420565076425,1.3087974149518846,11.44,Large,57.199999999999996
1362,1392,CONSTELLATION BRANDS INC,29212,R Mondavi Merlot Pvt Sel,7.99,4.59,7.99,750,10761,49392.99,10248.0,85846.59,1141.6000000000001,36453.6,42.46365522497749,0.9523278505715083,1.7380318543177888,4.59,Large,2354.67
1363,10754,PERFECTA WINES,33731,Hopler Gruner Veltliner,12.99,7.48,12.99,750,6585,49255.8,5734.0,71124.66,639.09,21868.86,30.747226067583313,0.8707668944570994,1.4439854798825722,7.48,Large,6365.4800000000005
1364,1128,BROWN-FORMAN CORP,5197,Southern Comfort,8.99,5.75,7.99,375,8555,49191.25,8679.0,72706.21,3406.38,23514.960000000006,32.342436773970206,1.0144944476914086,1.4780313572027546,5.75,Large,-713.0
1365,9819,TREASURY WINE ESTATES,35959,Stags Leap Winery Cab Svgn,49.99,32.46,49.99,750,1512,49079.52,1308.0,71526.92,145.09,22447.4,31.383149169571407,0.8650793650793651,1.4573679612188546,32.46,Large,6621.84
1366,1392,CONSTELLATION BRANDS INC,27835,Wild Horse CC Pnt Nr,14.99,9.14,16.99,750,5365,49036.100000000006,6446.0,106295.54,717.29,57259.43999999999,53.86814912460108,1.2014911463187326,2.1676997151078488,9.14,Large,-9880.34
1367,3252,E & J GALLO WINERY,8361,Carlo Rossi Chablis Calif,14.99,10.06,14.99,4000,4873,49022.380000000005,4892.0,73331.08,2935.2,24308.699999999997,33.14924585864547,1.0038990355017443,1.4958694375915653,10.06,Large,-191.14000000000001
1368,17035,PERNOD RICARD USA,290,Aberlour A'Bunadh Sngle Malt,49.99,39.05,79.99,750,1254,48968.700000000004,874.0,63976.259999999995,689.57,15007.55999999999,23.45801395705218,0.696969696969697,1.3064725018225927,39.050000000000004,Medium,14838.999999999998
1369,1590,DIAGEO CHATEAU ESTATE WINES,39348,Sterling Vintners Cltn Pnt N,9.95,6.5,11.99,750,7529,48938.5,9955.0,109708.45,1108.49,60769.95,55.3922236618966,1.3222207464470712,2.2417615987412773,6.5,Large,-15769.0
1370,8892,TRINCHERO FAMILY ESTATES,6861,Sutter Home Clsc Wh Znfdl,5.99,4.13,5.99,187,11838,48890.94,11844.0,70945.56,342.27,22054.619999999995,31.08668111154524,1.0005068423720223,1.4510983016485262,4.13,Large,-24.78
1371,516,BANFI PRODUCTS CORP,8232,Riunite Lambrusco,8.99,6.24,7.99,1500,7826,48834.24,7754.0,65995.46,1731.41,17161.22000000001,26.003637219893623,0.990799897776642,1.3514177757245738,6.239999999999999,Large,449.28000000000003
1372,10754,PERFECTA WINES,14551,Cava Mistinguett Brut,15.99,5.29,7.99,750,9224,48794.96,10814.0,86403.86,1212.2,37608.9,43.526874841008265,1.172376409366869,1.7707537827677284,5.29,Large,-8411.1
1373,8112,MOET HENNESSY USA INC,1086,Hennessy VSOP Privilege VAP,46.99,37.29,46.99,750,1308,48775.32,1068.0,50185.32,841.12,1410.0,2.8095865484169473,0.8165137614678899,1.0289080625201434,37.29,Medium,8949.6
1374,9552,M S WALKER INC,11460,Freemark Abbey Cab Svgn Napa,39.99,27.02,43.99,750,1805,48771.1,1665.0,67475.35,184.97,18704.250000000007,27.72012297824317,0.9224376731301939,1.3835109316788017,27.02,Large,3782.7999999999997
1375,4380,CHARLES JACQUIN ET CIE INC,5137,Irish Manor Irish Cream,9.99,6.61,8.99,750,7371,48722.31,7025.0,69375.75,5535.89,20653.440000000002,29.77040248213533,0.9530592863926197,1.4239010835077401,6.609999999999999,Large,2287.06
1376,4425,MARTIGNETTI COMPANIES,14363,Educated Guess Cab Svgn Napa,20.99,13.51,20.99,750,3606,48717.060000000005,3550.0,85683.5,394.79,36966.439999999995,43.143008864016984,0.9844703272323905,1.758798663137718,13.510000000000002,Large,756.56
1377,7153,PINE STATE TRADING CO,45496,Conquista Malbec Mendoza,8.99,5.29,8.99,750,9209,48715.61,9149.0,73048.91,1019.4200000000001,24333.300000000003,33.31096932178728,0.9934846345965903,1.4994969784838987,5.29,Large,317.4
1378,7153,PINE STATE TRADING CO,39691,Smith & Hook Lucia Cab Svgn,21.99,13.79,19.99,750,3532,48706.28,3365.0,73005.34999999999,373.88,24299.069999999992,33.28395795650592,0.952718006795017,1.4988898762130878,13.79,Large,2302.93
1379,7153,PINE STATE TRADING CO,2030,Glen Moray 12 Yr Scotch,30.99,23.48,30.99,750,2073,48674.04,2023.0,62073.77,1595.3300000000002,13399.729999999996,21.58678295196183,0.9758803666184274,1.2752952086985176,23.48,Large,1174.0
1380,3960,DIAGEO NORTH AMERICA INC,3547,Ketel One Vodka,2.79,2.2,2.79,50,22113,48648.6,21498.0,59979.42,1122.03,11330.82,18.891179674628397,0.9721883055216388,1.232911532911533,2.1999999999999997,Large,1353.0
1381,10754,PERFECTA WINES,3703,OuterSpace Vodka,5.99,4.64,5.99,50,10480,48627.2,9710.0,58162.9,506.26,9535.700000000004,16.394815251646673,0.9265267175572519,1.1960980685706766,4.64,Large,3572.7999999999997
1382,6785,PALM BAY INTERNATIONAL INC,6651,Rocca Delle Macie Chianti C,12.99,7.79,12.99,750,6239,48601.810000000005,6276.0,78422.24,697.26,29820.43,38.02547593641803,1.0059304375701235,1.6135662437263139,7.790000000000001,Large,-288.23
1383,516,BANFI PRODUCTS CORP,18142,Banfi Brunello Montalcino,59.99,40.4,59.99,750,1203,48601.200000000004,1887.0,111974.13,209.78,63372.93,56.596045890242685,1.56857855361596,2.3039375570973557,40.400000000000006,Medium,-27633.6
1384,12546,JIM BEAM BRANDS COMPANY,3919,Hornitos Reposado Tequila,12.99,8.45,11.49,375,5750,48587.5,5572.0,66193.28,2181.4,17605.78,26.597533767778238,0.9690434782608696,1.3623520452791356,8.45,Large,1504.1
1385,6213,MHW LTD,5259,Blue Chair Bay Coconut Rum,16.99,13.38,16.99,750,3631,48582.78,3554.0,61308.45999999999,2800.62,12725.679999999993,20.756809092904952,0.9787937207380887,1.2619380776480884,13.379999999999999,Large,1030.26
1386,5270,MANGO BOTTLING INC,7849,Tooters Apple-tini 15 Pk,9.99,7.8,9.99,375,6224,48547.2,5863.0,53213.37,2302.61,4666.1700000000055,8.768792504590492,0.9419987146529563,1.0961161508799684,7.8,Large,2815.7999999999997
1387,12546,JIM BEAM BRANDS COMPANY,8694,Skinnygirl Cosmopolitan,9.99,7.99,10.99,750,6067,48475.33,6095.0,66501.05,4801.6900000000005,18025.72,27.105917876484657,1.0046151310367561,1.3718534768097506,7.99,Large,-223.72
1388,4425,MARTIGNETTI COMPANIES,19940,Bogle Petite Sirah,10.99,6.57,13.99,750,7376,48460.32,7384.0,82941.16,820.73,34480.840000000004,41.57265222719335,1.0010845986984815,1.7115272866543185,6.57,Large,-52.56
1389,3252,E & J GALLO WINERY,31488,Barefoot Chard Cal,6.29,3.44,4.99,750,14081,48438.64,14227.0,83466.23,1590.43,35027.59,41.96618201157522,1.0103685817768624,1.7231332258709162,3.44,Large,-502.24
1390,12546,JIM BEAM BRANDS COMPANY,8619,Canadian Club,6.99,4.4,5.99,375,10995,48378.0,11003.0,70083.97,4314.4400000000005,21705.97,30.97137619344338,1.0007276034561163,1.448674397453388,4.4,Large,-35.2
1391,9552,M S WALKER INC,4878,Allens Coffee Brandy,6.99,4.92,6.49,750,9830,48363.6,9834.0,69339.16,7746.55,20975.560000000005,30.250669318751488,1.000406917599186,1.4337055140642965,4.92,Large,-19.68
1392,2561,EDRINGTON AMERICAS,2532,The Macallan 12 Yr Old,134.99,96.89,134.99,1750,499,48348.11,635.0,89686.65000000001,1167.35,41338.54000000001,46.09218874826968,1.2725450901803608,1.855018738064425,96.89,Medium,-13177.04
1393,3960,DIAGEO NORTH AMERICA INC,1891,Oban 18 Yr Single Malt,99.99,79.99,99.99,750,603,48233.97,554.0,56854.46,436.76,8620.489999999998,15.162381280202114,0.9187396351575456,1.1787223817570893,79.99,Medium,3919.5099999999998
1394,10754,PERFECTA WINES,13638,Charles Smith Velvet Dev Mer,11.99,8.27,13.99,750,5827,48189.29,5550.0,65347.5,617.61,17158.21,26.256872871953785,0.9524626737600824,1.356058576501127,8.27,Large,2290.79
1395,4425,MARTIGNETTI COMPANIES,24503,Far Niente Chard Napa,69.99,47.29,69.99,750,1019,48188.51,877.0,60369.229999999996,97.78,12180.719999999994,20.177033896241504,0.8606476938174681,1.2527722894939062,47.29,Medium,6715.18
1396,8352,LUXCO INC,3887,Wolfschmidt Vodka 80 Proof,10.99,8.65,10.99,1750,5570,48180.5,6669.0,79360.31,12257.01,31179.809999999998,39.28892162845634,1.1973070017953322,1.6471458370087484,8.65,Large,-9506.35
1397,3960,DIAGEO NORTH AMERICA INC,2591,Cardhu Scotch,43.99,29.4,43.99,750,1637,48127.8,1607.0,66515.93000000001,1267.49,18388.130000000005,27.64470105131207,0.9816737935247404,1.3820687835305168,29.400000000000002,Large,882.0
1398,3252,E & J GALLO WINERY,35664,Redwood Creek Cab Svgn Cal,9.99,6.5,9.99,1500,7389,48028.5,7990.0,80207.1,1786.71,32178.600000000006,40.11939092673841,1.081337122750034,1.6699896936194136,6.5,Large,-3906.5
1399,8004,SAZERAC CO INC,5218,Chila Orchata Cinnamon Cream,13.99,10.68,13.99,750,4490,47953.2,4667.0,65291.33,3677.88,17338.130000000005,26.555026524961285,1.0394209354120267,1.361563566143657,10.68,Large,-1890.36
1400,1128,BROWN-FORMAN CORP,16828,Korbel Organic Brut,12.99,8.66,12.99,750,5534,47924.44,5347.0,71140.53,595.79,23216.089999999997,32.63412572270687,0.966208890495121,1.4844311169833178,8.66,Large,1619.42
1401,660,SAZERAC NORTH AMERICA INC.,7293,Chi Chi's Skinny Margarita,8.99,5.96,8.99,1750,8034,47882.64,7880.0,66192.2,14479.88,18309.559999999998,27.661204794522614,0.9808314662683595,1.3823840957808509,5.96,Large,917.84
1402,9165,ULTRA BEVERAGE COMPANY LLP,2906,Usquaebach Old Rare Whisky,109.99,72.99,99.99,750,656,47881.44,556.0,55884.439999999995,438.65000000000003,8002.999999999993,14.320623057151497,0.8475609756097561,1.1671420074250063,72.99000000000001,Medium,7298.999999999999
1403,8112,MOET HENNESSY USA INC,942,Glenmorangie Nectar D'Or,64.99,45.45,64.99,750,1052,47813.4,990.0,62668.1,780.83,14854.699999999997,23.703766350024967,0.94106463878327,1.3106806878406472,45.45,Medium,2817.9
1404,3664,WILLIAM GRANT & SONS INC,4197,Sailor Jerry Spiced Rum Trav,18.99,13.07,16.99,750,3656,47783.92,3501.0,60671.99,2760.62,12888.07,21.24220748322249,0.9576039387308534,1.2697156281862183,13.07,Large,2025.8500000000001
1405,3960,DIAGEO NORTH AMERICA INC,3335,Tanqueray Sterling Vodka,10.99,8.14,10.99,750,5868,47765.520000000004,6315.0,69401.85,4977.53,21636.33,31.17543696601748,1.0761758691206544,1.4529696316506133,8.14,Large,-3638.5800000000004
1406,12546,JIM BEAM BRANDS COMPANY,2800,Laphroaig 15 Yr Single Malt,81.99,59.69,79.99,750,800,47752.0,906.0,74140.94,714.7,26388.940000000002,35.59293960934404,1.1325,1.552624811526219,59.69,Medium,-6327.139999999999
1407,4425,MARTIGNETTI COMPANIES,33032,Rombauer El Dorado Znfdl,29.99,19.3,27.99,750,2469,47651.7,2780.0,79686.36,309.84000000000003,32034.660000000003,40.20093275687333,1.1259619279060349,1.6722668865958614,19.299999999999997,Large,-6002.3
1408,5270,MANGO BOTTLING INC,7931,Tooters Blu-D Kamikazi 15 Pk,9.99,6.47,9.99,375,7362,47632.14,6925.0,63035.75,2721.01,15403.61,24.43630796809747,0.9406411301276827,1.3233868980062622,6.47,Large,2827.39
1409,4425,MARTIGNETTI COMPANIES,43877,Duckhorn Svgn Bl Napa,27.99,17.64,31.99,750,2700,47628.0,2301.0,62877.99,255.98000000000002,15249.989999999998,24.25330389855019,0.8522222222222222,1.320189594356261,17.64,Large,7038.360000000001
1410,653,STATE WINE & SPIRITS,13303,Plungerhead Znfdl Lodi,12.99,8.96,13.99,750,5311,47586.56,4977.0,70100.23,552.7,22513.67,32.116399618089694,0.9371116550555451,1.4731098444602846,8.959999999999999,Large,2992.6400000000003
1411,8352,LUXCO INC,6495,Exotico Blanco Tequila,13.99,11.02,16.99,750,4317,47573.340000000004,3907.0,54131.93,3080.2400000000002,6558.5899999999965,12.115936010410115,0.9050266388695853,1.1378627189093722,11.020000000000001,Large,4518.2
1412,6359,OLE SMOKY DISTILLERY LLC,1715,Ole Smoky Apple Pie Moonshne,19.99,13.76,18.99,750,3455,47540.8,3462.0,65401.38,2728.73,17860.579999999994,27.309179102948583,1.002026049204052,1.3756895130077742,13.760000000000002,Large,-96.32
1413,9552,M S WALKER INC,5333,Jenkins Amaretto,12.99,8.65,10.99,1750,5488,47471.2,5479.0,70351.21,10069.57,22880.01000000001,32.52255362772013,0.9983600583090378,1.4819766511063552,8.65,Large,77.85000000000001
1414,4425,MARTIGNETTI COMPANIES,41990,Heitz Cab Svgn Napa,54.99,35.48,54.99,750,1337,47436.76,1224.0,66262.76,135.81,18825.999999999993,28.411131682411046,0.9154824233358265,1.3968652159211548,35.480000000000004,Medium,4009.24
1415,9165,ULTRA BEVERAGE COMPANY LLP,5833,Patron Roca Silver Tequila,64.99,50.77,69.99,750,934,47419.18,894.0,60981.06,705.52,13561.879999999997,22.239495344948086,0.9571734475374732,1.285999884434948,50.77,Medium,2030.8000000000002
1416,3960,DIAGEO NORTH AMERICA INC,5872,Godiva Chocolate Liqueur,2.99,2.32,2.99,50,20416,47365.119999999995,19931.0,59593.69,1029.3700000000001,12228.570000000007,20.51990739288003,0.9762441222570533,1.2581766920468058,2.32,Large,1125.1999999999998
1417,7245,PROXIMO SPIRITS INC.,3791,Jose Cuervo Especial Silver,10.99,6.56,10.99,375,7217,47343.52,7109.0,74423.91,2785.79,27080.390000000007,36.386680033338756,0.9850353332409588,1.5719978151180987,6.56,Large,708.4799999999999
1418,8352,LUXCO INC,7994,Stock Italian Sweet Vermouth,9.99,7.93,9.99,1500,5969,47334.17,6020.0,58873.8,9466.9,11539.630000000005,19.600620309883183,1.008544144747864,1.2437906907420158,7.93,Large,-404.43
1419,9815,WINE GROUP INC,24303,Cupcake Black Forest,8.99,4.99,7.49,750,9483,47320.17,8579.0,63883.71,958.14,16563.54,25.927642586819083,0.904671517452283,1.3500312868698485,4.99,Large,4510.96
1420,7245,PROXIMO SPIRITS INC.,3183,Jose Cuervo Tradicional Slvr,18.49,13.7,19.99,750,3446,47210.200000000004,3451.0,66976.48999999999,2721.73,19766.289999999986,29.512281100427913,1.0014509576320372,1.4186868515702111,13.700000000000001,Large,-68.5
1421,4425,MARTIGNETTI COMPANIES,29431,Clos du Val Cab Svgn Napa,34.99,19.86,34.99,750,2376,47187.36,3134.0,100738.66,348.84000000000003,53551.3,53.15863840158287,1.319023569023569,2.1348653537727054,19.86,Large,-15053.88
1422,9552,M S WALKER INC,37401,Excelsior S Afr Cab Svgn,8.99,5.26,8.99,750,8946,47055.96,8491.0,69759.09,948.25,22703.129999999997,32.54504896781194,0.9491392801251957,1.4824708708524914,5.26,Large,2393.2999999999997
1423,4380,CHARLES JACQUIN ET CIE INC,3524,Pravda Polish Vodka,19.99,14.7,19.99,750,3201,47054.700000000004,3130.0,63161.2,2467.4300000000003,16106.499999999993,25.500623800687755,0.9778194314276788,1.3422931184345026,14.700000000000001,Large,1043.7
1424,1392,CONSTELLATION BRANDS INC,2830,Serpent's Bite Cider Whiskey,15.99,10.44,13.99,750,4507,47053.08,3774.0,52677.26,2974.56,5624.18,10.676675286451877,0.8373641002884402,1.1195284134428607,10.44,Large,7652.5199999999995
1425,17035,PERNOD RICARD USA,5330,Kahlua White Russian RTD,15.99,11.42,17.99,1750,4119,47038.979999999996,4072.0,67227.28,7486.31,20188.300000000003,30.029922376749447,0.9885894634620054,1.4291823504676335,11.419999999999998,Large,536.74
1426,11567,CAMPARI AMERICA,178,Wild Turkey Russell's RSV,29.99,20.76,29.99,750,2257,46855.32,2509.0,71658.91,1979.21,24803.590000000004,34.61340676267613,1.1116526362428,1.5293655021457544,20.76,Large,-5231.52
1427,12546,JIM BEAM BRANDS COMPANY,2183,McClelland Highland Single,18.99,14.61,18.99,750,3207,46854.27,3098.0,62414.02,2443.71,15559.75,24.929895558722222,0.9660118490801372,1.33208819601714,14.61,Large,1592.49
1428,660,SAZERAC NORTH AMERICA INC.,5410,Raspberry di Amore,9.99,6.15,9.99,750,7611,46807.65,7581.0,68417.69,5973.34,21610.04,31.58545691910966,0.9960583366180528,1.4616775249344927,6.15,Large,184.5
1429,12546,JIM BEAM BRANDS COMPANY,2826,Bowmore Small Batch Sngl Mlt,36.99,29.59,36.99,750,1576,46633.84,1555.0,59392.450000000004,1226.7,12758.610000000008,21.481871854082474,0.9866751269035533,1.2735912376077116,29.589999999999996,Large,621.39
1430,3252,E & J GALLO WINERY,39593,Redwood Creek Pnt Nr Cal,9.99,6.33,9.99,1500,7366,46626.78,7813.0,78384.87,1745.68,31758.089999999997,40.51558674524816,1.0606842248167254,1.6811126567178776,6.33,Large,-2829.51
1431,6785,PALM BAY INTERNATIONAL INC,1817,Irishman Founders RSV Whisky,21.99,16.79,22.99,750,2775,46592.25,2772.0,60188.28,2186.52,13596.029999999999,22.58916519960364,0.9989189189189189,1.2918088308677944,16.79,Large,50.37
1432,653,STATE WINE & SPIRITS,20532,Bread & Butter Pnt Nr,12.99,8.72,13.99,750,5337,46538.64,4867.0,62560.33,543.26,16021.690000000002,25.609983195421126,0.9119355443132846,1.344266398846206,8.72,Large,4098.400000000001
1433,4425,MARTIGNETTI COMPANIES,14539,Dom de Dionysos La Deveze,14.99,10.06,14.99,750,4623,46507.38,4304.0,64516.96,479.25,18009.58,27.91448946137574,0.9309971879731775,1.3872413367512855,10.059999999999999,Large,3209.1400000000003
1434,9165,ULTRA BEVERAGE COMPANY LLP,6881,Midnight Moon Cranberry,18.99,13.86,19.99,750,3355,46500.3,4311.0,52734.89,3394.8,6234.5899999999965,11.822514468125366,1.2849478390461997,1.1340763392924347,13.860000000000001,Large,-13250.16
1435,12546,JIM BEAM BRANDS COMPANY,4195,Calico Jack Spiced Rum No 94,10.99,8.65,10.99,750,5369,46441.85,5342.0,61012.58,4212.42,14570.730000000003,23.881517549331637,0.9949711305643509,1.3137413776582976,8.65,Large,233.55
1436,6785,PALM BAY INTERNATIONAL INC,8386,Dry Sack Sherry,13.49,9.85,13.49,750,4705,46344.25,4686.0,63214.14,3692.76,16869.89,26.6868931539684,0.9959617428267801,1.3640125797698743,9.85,Large,187.15
1437,3252,E & J GALLO WINERY,34133,Turning Leaf RSV Cab Svgn,9.99,6.12,8.99,1500,7572,46340.64,9285.0,94104.15,2076.87,47763.509999999995,50.75600810378713,1.2262282091917591,2.030704582414054,6.12,Large,-10483.56
1438,4466,AMERICAN VINTAGE BEVERAGE,5215,TGI Fridays Long Island Iced,12.99,9.41,12.99,1750,4923,46325.43,4651.0,60416.49,8548.960000000001,14091.059999999998,23.323201993363067,0.9447491367052611,1.304175482019271,9.41,Large,2559.52
1439,3664,WILLIAM GRANT & SONS INC,6950,Solerno Blood Orange Liqueur,31.99,23.52,34.99,750,1967,46263.840000000004,1971.0,65968.29,1554.65,19704.44999999999,29.869578247367016,1.0020335536349771,1.4259147100629777,23.520000000000003,Large,-94.08
1440,9552,M S WALKER INC,17707,Smoking Loon Steelbird Chard,6.79,4.62,9.99,750,10011,46250.82,10052.0,81768.28,1122.52,35517.46,43.436721427918016,1.004095494955549,1.7679314658637404,4.62,Large,-189.42000000000002
1441,9165,ULTRA BEVERAGE COMPANY LLP,2116,Sapling Maple Bourbon,41.99,27.33,39.99,750,1689,46160.369999999995,1466.0,61414.340000000004,1156.14,15253.970000000008,24.83779846856615,0.8679692125518058,1.330455973381496,27.33,Large,6094.589999999999
1442,3924,HEAVEN HILL DISTILLERIES,5149,Hpnotiq Liqueur,34.99,23.19,34.99,1750,1987,46078.53,1970.0,63648.3,3621.57,17569.770000000004,27.604460763288262,0.9914443885254152,1.381300575343875,23.189999999999998,Large,394.23
1443,3960,DIAGEO NORTH AMERICA INC,2759,Johnnie Walker Red Label,13.99,10.14,13.99,375,4543,46066.020000000004,4244.0,59373.56,1660.46,13307.539999999994,22.41324252748192,0.9341844596081884,1.288879742595518,10.14,Large,3031.86
1444,2555,DISARONNO INTERNATIONAL LLC,1704,Amaretto DiSaronno Summer Pk,24.99,19.22,24.99,750,2395,46031.899999999994,2314.0,52419.85999999999,1823.9,6387.959999999999,12.186144716906913,0.9661795407098122,1.1387724599679787,19.22,Large,1556.82
1445,17035,PERNOD RICARD USA,4989,Martell VS Cognac,24.99,16.66,22.99,750,2759,45964.939999999995,2472.0,56753.28,1948.79,10788.340000000004,19.009192067841724,0.8959768031895614,1.2347080187638666,16.659999999999997,Large,4781.42
